****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350695 ******* 

Variable    Labels
ER74441    H5B WTR HEART ATTACK-RP                 
ER74442    H5B WTR EDITED-RP                       
ER74443    H6B1 AGE AT FIRST HEART ATTACK-RP       
ER74444    H6B2 WTR SECOND HEART ATTACK-RP         
ER74445    H7B WTR HEART ATTACK LIMIT ACTIVITY-RP  
ER74446    H7B2 WTR TAKING MEDS FOR HEART ATTACK-RP
ER74447    H5C WTR HEART DISEASE-RP                
ER74448    H5C WTR EDITED-RP                       
ER74449    H6C1 AGE FIRST HAD HEART DISEASE-RP     
ER74450    H7C WTR HRT DISEASE LIMIT ACTIVITY-RP   
ER74451    H7C2 WTR TAKING MEDS HEART DISEASE-RP   
ER74452    H5D WTR HYPERTENSION-RP                 
ER74453    H5D WTR EDITED-RP                       
ER74454    H6D1 AGE FIRST HAD HYPERTENSION-RP      
ER74455    H7D WTR HYPERTENSION LIMIT ACTIVITY-RP  
ER74456    H7D2 WTR TAKING MEDS FOR HYPERTENSION-RP
ER74457    H5E WTR ASTHMA-RP                       
ER74458    H5E WTR EDITED-RP                       
ER74459    H6E1 AGE FIRST HAD ASTHMA-RP            
ER74460    H7E WTR ASTHMA LIMIT DAILY ACTIVITY-RP  
ER74461    H7E2 WTR TAKING MEDS FOR ASTHMA-RP      
ER74462    H5F WTR LUNG DISEASE-RP                 
ER74463    H5F WTR EDITED-RP                       
ER74464    H6F1 AGE FIRST HAD LUNG DISEASE-RP      
ER74465    H7F WTR LUNG DISEASE LIMIT ACTIVITY-RP  
ER74466    H7F2 WTR TAKING MEDS FOR LUNG DISEASE-RP
ER74467    H5G WTR DIABETES-RP                     
ER74468    H5G WTR EDITED-RP                       
ER74469    H6G1 AGE FIRST HAD DIABETES-RP          
ER74470    H7G WTR DIABETES LIMIT ACTIVITY-RP      
ER74471    H7G2 WTR TAKING MEDS FOR DIABETES-RP    
ER74472    H5H WTR ARTHRITIS-RP                    
ER74473    H5H WTR EDITED-RP                       
ER74474    H6H1 AGE FIRST HAD ARTHRITIS-RP         
ER74475    H7H WTR ARTHRITIS LIMIT ACTIVITY-RP     
ER74476    H7H2 WTR TAKING MEDS FOR ARTHRITIS-RP   
ER74477    H5I WTR MEMORY LOSS-RP                  
ER74478    H5I WTR EDITED-RP                       
ER74479    H6I1 AGE FIRST HAD MEMORY LOSS-RP       
ER74480    H7I WTR MEMORY LOSS LIMIT ACTIVITY-RP   
ER74481    H7I2 WTR TAKING MEDS FOR MEMORY LOSS-RP 
ER74482    H5J WTR LEARNING DISORDER-RP            
ER74483    H5J WTR EDITED-RP                       
ER74484    H6J1 AGE FIRST HAD LRNG DISORDER-RP     
ER74485    H7J WTR LRNG DISORDR LIMIT ACTIVITY-RP  
ER74486    H7J2 WTR TAKING MEDS FOR LRNG DISORDR-RP
ER74487    H5K WTR CANCER-RP                       
ER74488    H6K1 AGE FIRST HAD CANCER-RP            
ER74489    H6K3 WTR TREATING, RMSSN, OR CURED-RP   
ER74490    H6K4 TYPE OF CANCER MENTION 1-RP        
ER74491    H6K4 WTR EDITED (MEN 1)-RP              
ER74492    H6K4 TYPE OF CANCER MENTION 2-RP        
ER74493    H6K4 WTR EDITED (MEN 2)-RP              
ER74494    H7K WTR CANCER LIMIT ACTIVITY-RP        
ER74495    H5L WTR PSYCH PROBLEM-RP                
ER74496    H6L1 AGE FIRST HAD PSYCH PROB-RP        
ER74497    H6L2 TYPE OF PSYCH PROB MENTION 1-RP    
ER74498    H6L2 WTR EDITED (MEN1) -RP              
ER74499    H6L2 TYPE OF PSYCH PROB MENTION 2-RP    
ER74500    H6L2 WTR EDITED (MEN2) -RP              
ER74501    H6L2 TYPE OF PSYCH PROB MENTION 3-RP    
ER74502    H6L2 WTR EDITED (MEN3) -RP              
ER74503    H7L WTR PSYCH PROB LIMIT ACTIVITY-RP    
ER74504    H7L2 WTR TAKING MEDS FOR NERVES-RP      
ER74505    H5M WTR OTR CHRONIC CONDITION-RP        
ER74506    H6M1 TYPE OTR CHRONIC CONDITION-RP      
ER74507    H6M2 AGE FIRST HAD CHRON COND-RP        
ER74508    H7M WTR CHRON COND LIMIT ACTIVITY-RP    
ER74509    H7M2 WTR TAKING MEDS FOR OTR CHRON-RP   
ER74510    H5NCKPT WTR REF PERSON IS 65+           
ER74511    H5N2 WTR CHANGE IN MAKING DECISIONS-RP  
ER74512    H5N3 WTR CHNGE INTEREST IN ACTIVITIES-RP
ER74513    H5N4 WTR CHANGE IN REPEATING STORIES-RP 
ER74514    H5N5 WTR CHANGE IN LEARNING/USE TOOLS-RP
ER74515    H5N6 WTR CHANGE IN REMEMBERING DATES-RP 
ER74516    H5N7 WTR CHANGE HANDLING MONEY ISSUES-RP
ER74517    H5N8 WTR CHANGE IN REMEMBERING APPTS-RP 
ER74518    H5N9 WTR CHANGE IN THINKING/MEMORY-RP   
ER74519    H8 WTR HOSPITALIZED IN 2018-RP          
ER74520    H8A # NIGHTS IN HOSPITAL-RP             
ER74521    H8A # WEEKS IN HOSPITAL-RP              
ER74522    H8A3 WTR TROUBLE WALKING/CLIMBING-RP    
ER74523    H8A4 WTR TROUBLE BENDING/LIFTING-RP     
ER74524    H9A WTR PROBLEM BATHING-RP              
ER74525    H10A1 WTR SOMEONE HELPS BATHE-RP        
ER74526    H10A2 WTR NEED EQUIP TO BATHE-RP        
ER74527    H9B WTR PROBLEM DRESSING-RP             
ER74528    H10B1 WTR SOMEONE HELPS DRESS-RP        
ER74529    H10B2 WTR NEED EQUIP TO DRESS-RP        
ER74530    H9C WTR PROBLEM EATING-RP               
ER74531    H10C1 WTR SOMEONE HELPS EATNG-RP        
ER74532    H10C2 WTR NEED EQUIP TO EAT-RP          
ER74533    H9D WTR PROB GET IN/OUT BED/CHAIR-RP    
ER74534    H10D1 WTR SOMEONE HELPS BED/CHAIR-RP    
ER74535    H10D2 WTR NEED EQUIP FOR BED/CHAIR-RP   
ER74536    H9E WTR PROBLEM WALKING-RP              
ER74537    H10E1 WTR SOMEONE HELPS WALK-RP         
ER74538    H10E2 WTR NEED EQUIP TO WALK-RP         
ER74539    H9F WTR PROBLEM GETTING OUTSIDE-RP      
ER74540    H10F1 WTR SOMEONE HELPS GET OUT-RP      
ER74541    H10F2 WTR NEED EQUIP TO GO OUTSIDE-RP   
ER74542    H9G WTR PROBLEM USE TOILET-RP           
ER74543    H10G1 WTR SOMEONE HELPS TOILET-RP       
ER74544    H10G2 WTR NEED EQUIP TO USE TOILET-RP   
ER74545    H11A WTR DIFFICULT PREPARE MEALS-RP     
ER74546    H11B HEALTH/PHYSICAL PROBLEM?-RP        
ER74547    H11C WTR DIFFICULT SHOPPING-RP          
ER74548    H11D HEALTH/PHYSICAL PROBLEM?-RP        
ER74549    H11E WTR DIFFICULT MANAGE MONEY-RP      
ER74550    H11F HEALTH/PHYSICAL PROBLEM?-RP        
ER74551    H11G WTR TELEPHONE DIFFICULT-RP         
ER74552    H11H HEALTH/PHYSICAL PROBLEM?-RP        
ER74553    H11J WTR HEAVY HSWRK DIFFICULT-RP       
ER74554    H11K HEALTH/PHYSICAL PROBLEM?-RP        
ER74555    H11L WTR LIGHT HSWRK DIFFICULT-RP       
ER74556    H11M HEALTH/PHYSICAL PROBLEM?-RP        
ER74557    H12A FREQ OF HVY PHYSICAL ACTIVITY-RP   
ER74558    H12A TIME UNIT FOR HVY PHYS ACTIVITY-RP 
ER74559    H12B FREQ OF LITE PHYSICAL ACTIVITY-RP  
ER74560    H12B TIME UNIT FOR LITE PHYS ACTIVITY-RP
ER74561    H12C FREQ OF STRENGTH PHYS ACTIVITY-RP  
ER74562    H12C TIME UNIT STRNGTH PHYS ACTVTY-RP   
ER74563    H13 WTR SMOKE CIGARETTES-RP             
ER74564    H14 # CIGARETTES PER DAY-RP             
ER74565    H15 AGE WHEN FIRST SMOKED-RP            
ER74566    H16 WTR EVER SMOKED CIGARETTES-RP       
ER74567    H17 # CIGARETTES PER DAY-RP             
ER74568    H18 AGE LAST SMOKED REGULARLY-RP        
ER74569    H19 AGE FIRST SMOKED REGULARLY-RP       
ER74570    H20 WTR DRINK ALCOHOL-RP                
ER74571    H21A HOW OFTEN HAVE DRINKS-RP           
ER74572    H21B # ALCOHOLIC DRINKS PER DAY-RP      
ER74573    H21C # DAYS HAD 4-5 DRINKS-RP           
ER74574    H22 WEIGHT IN POUNDS-RP                 
ER74575    H22 WEIGHT IN KILOS-RP                  
ER74576    H23 HEIGHT-FEET-RP                      
ER74577    H23 HEIGHT-INCHES-RP                    
ER74578    H23 HEIGHT IN METERS-RP                 
ER74579    H25H HEALTH STATUS B4 AGE 17--RP        
ER74580    H26H WTR MISSED MO OR MORE SCHOOL--RP   
ER74581    H27H WTR MEASLES B4 AGE 17--RP          
ER74582    H28H WTR MUMPS B4 AGE 17--RP            
ER74583    H29H WTR CHICKEN POX B4 AGE 17--RP      
ER74584    H30H WTR DIFF SEEING B4 AGE 17--RP      
ER74585    H31H PARENTS SMOKED B4 RP AGE 17?--RP   
ER74586    H32H WTR ASTHMA B4 AGE 17--RP           
ER74587    H33H WTR DIABETES B4 AGE 17--RP         
ER74588    H34H WTR RESP DIS B4 AGE 17--RP         
ER74589    H35H WTR SPCH IMPAIR B4 AGE 17--RP      
ER74590    H36H WTR ALLERGY B4 AGE 17--RP          
ER74591    H37H WTR HEART TRBL B4 AGE 17--RP       
ER74592    H38H WTR EAR PROB B4 AGE 17--RP         
ER74593    H39H WTR EPILEPSY B4 AGE 17--RP         
ER74594    H40H WTR HEADACHE B4 AGE 17--RP         
ER74595    H41H WTR STOM PROB B4 AGE 17--RP        
ER74596    H42H WTR HGH BLOOD PR B4 AGE 17--RP     
ER74597    H43H WTR DEPRESSION B4 AGE 17--RP       
ER74598    H44H WTR DRUG/AL PROB B4 AGE 17--RP     
ER74599    H45H WTR OTR PSYCH PROB B4 AGE 17--RP   
ER74600    HEHC SLF RPT: YEAR 1ST REPORT--RP       
ER74601    HEHC SLF RPT: PAR SEP B4 AGE 1--RP      
ER74602    HEHC SLF RPT: PAR SEP AGE 1--RP         
ER74603    HEHC SLF RPT: PAR SEP AGE 2--RP         
ER74604    HEHC SLF RPT: PAR SEP AGE 3--RP         
ER74605    HEHC SLF RPT: PAR SEP AGE 4--RP         
ER74606    HEHC SLF RPT: PAR SEP AGE 5--RP         
ER74607    HEHC SLF RPT: PAR SEP AGE 6--RP         
ER74608    HEHC SLF RPT: PAR SEP AGE 7--RP         
ER74609    HEHC SLF RPT: PAR SEP AGE 8--RP         
ER74610    HEHC SLF RPT: PAR SEP AGE 9--RP         
ER74611    HEHC SLF RPT: PAR SEP AGE 10--RP        
ER74612    HEHC SLF RPT: PAR SEP AGE 11--RP        
ER74613    HEHC SLF RPT: PAR SEP AGE 12--RP        
ER74614    HEHC SLF RPT: PAR SEP AGE 13--RP        
ER74615    HEHC SLF RPT: PAR SEP AGE 14--RP        
ER74616    HEHC SLF RPT: PAR SEP AGE 15--RP        
ER74617    HEHC SLF RPT: PAR SEP AGE 16--RP        
ER74618    HEHC SLF RPT: MOVE B4 AGE 1--RP         
ER74619    HEHC SLF RPT: MOVE AGE 1--RP            
ER74620    HEHC SLF RPT: MOVE AGE 2--RP            
ER74621    HEHC SLF RPT: MOVE AGE 3--RP            
ER74622    HEHC SLF RPT: MOVE AGE 4--RP            
ER74623    HEHC SLF RPT: MOVE AGE 5--RP            
ER74624    HEHC SLF RPT: MOVE AGE 6--RP            
ER74625    HEHC SLF RPT: MOVE AGE 7--RP            
ER74626    HEHC SLF RPT: MOVE AGE 8--RP            
ER74627    HEHC SLF RPT: MOVE AGE 9--RP            
ER74628    HEHC SLF RPT: MOVE AGE 10--RP           
ER74629    HEHC SLF RPT: MOVE AGE 11--RP           
ER74630    HEHC SLF RPT: MOVE AGE 12--RP           
ER74631    HEHC SLF RPT: MOVE AGE 13--RP           
ER74632    HEHC SLF RPT: MOVE AGE 14--RP           
ER74633    HEHC SLF RPT: MOVE AGE 15--RP           
ER74634    HEHC SLF RPT: MOVE AGE 16--RP           
ER74635    HEHC SLF RPT: SCHOOL B4 AGE 1--RP       
ER74636    HEHC SLF RPT: SCHOOL AGE 1--RP          
ER74637    HEHC SLF RPT: SCHOOL AGE 2--RP          
ER74638    HEHC SLF RPT: SCHOOL AGE 3--RP          
ER74639    HEHC SLF RPT: SCHOOL AGE 4--RP          
ER74640    HEHC SLF RPT: SCHOOL AGE 5--RP          
ER74641    HEHC SLF RPT: SCHOOL AGE 6--RP          
ER74642    HEHC SLF RPT: SCHOOL AGE 7--RP          
ER74643    HEHC SLF RPT: SCHOOL AGE 8--RP          
ER74644    HEHC SLF RPT: SCHOOL AGE 9--RP          
ER74645    HEHC SLF RPT: SCHOOL AGE 10--RP         
ER74646    HEHC SLF RPT: SCHOOL AGE 11--RP         
ER74647    HEHC SLF RPT: SCHOOL AGE 12--RP         
ER74648    HEHC SLF RPT: SCHOOL AGE 13--RP         
ER74649    HEHC SLF RPT: SCHOOL AGE 14--RP         
ER74650    HEHC SLF RPT: SCHOOL AGE 15--RP         
ER74651    HEHC SLF RPT: SCHOOL AGE 16--RP         
ER74652    HEHC SLF RPT: ASTHMA B4 AGE 1--RP       
ER74653    HEHC SLF RPT: ASTHMA AGE 1--RP          
ER74654    HEHC SLF RPT: ASTHMA AGE 2--RP          
ER74655    HEHC SLF RPT: ASTHMA AGE 3--RP          
ER74656    HEHC SLF RPT: ASTHMA AGE 4--RP          
ER74657    HEHC SLF RPT: ASTHMA AGE 5--RP          
ER74658    HEHC SLF RPT: ASTHMA AGE 6--RP          
ER74659    HEHC SLF RPT: ASTHMA AGE 7--RP          
ER74660    HEHC SLF RPT: ASTHMA AGE 8--RP          
ER74661    HEHC SLF RPT: ASTHMA AGE 9--RP          
ER74662    HEHC SLF RPT: ASTHMA AGE 10--RP         
ER74663    HEHC SLF RPT: ASTHMA AGE 11--RP         
ER74664    HEHC SLF RPT: ASTHMA AGE 12--RP         
ER74665    HEHC SLF RPT: ASTHMA AGE 13--RP         
ER74666    HEHC SLF RPT: ASTHMA AGE 14--RP         
ER74667    HEHC SLF RPT: ASTHMA AGE 15--RP         
ER74668    HEHC SLF RPT: ASTHMA AGE 16--RP         
ER74669    HEHC SLF RPT: ASTHMA AGE 17+--RP        
ER74670    HEHC SLF RPT: AGE END ASTHMA--RP        
ER74671    HEHC SLF RPT: DIABETES B4 AGE 1--RP     
ER74672    HEHC SLF RPT: DIABETES AGE 1--RP        
ER74673    HEHC SLF RPT: DIABETES AGE 2--RP        
ER74674    HEHC SLF RPT: DIABETES AGE 3--RP        
ER74675    HEHC SLF RPT: DIABETES AGE 4--RP        
ER74676    HEHC SLF RPT: DIABETES AGE 5--RP        
ER74677    HEHC SLF RPT: DIABETES AGE 6--RP        
ER74678    HEHC SLF RPT: DIABETES AGE 7--RP        
ER74679    HEHC SLF RPT: DIABETES AGE 8--RP        
ER74680    HEHC SLF RPT: DIABETES AGE 9--RP        
ER74681    HEHC SLF RPT: DIABETES AGE 10--RP       
ER74682    HEHC SLF RPT: DIABETES AGE 11--RP       
ER74683    HEHC SLF RPT: DIABETES AGE 12--RP       
ER74684    HEHC SLF RPT: DIABETES AGE 13--RP       
ER74685    HEHC SLF RPT: DIABETES AGE 14--RP       
ER74686    HEHC SLF RPT: DIABETES AGE 15--RP       
ER74687    HEHC SLF RPT: DIABETES AGE 16--RP       
ER74688    HEHC SLF RPT: DIABETES AGE 17+--RP      
ER74689    HEHC SLF RPT: AGE END DIABETES--RP      
ER74690    HEHC SLF RPT: RESP DIS B4 AGE 1--RP     
ER74691    HEHC SLF RPT: RESP DIS AGE 1--RP        
ER74692    HEHC SLF RPT: RESP DIS AGE 2--RP        
ER74693    HEHC SLF RPT: RESP DIS AGE 3--RP        
ER74694    HEHC SLF RPT: RESP DIS AGE 4--RP        
ER74695    HEHC SLF RPT: RESP DIS AGE 5--RP        
ER74696    HEHC SLF RPT: RESP DIS AGE 6--RP        
ER74697    HEHC SLF RPT: RESP DIS AGE 7--RP        
ER74698    HEHC SLF RPT: RESP DIS AGE 8--RP        
ER74699    HEHC SLF RPT: RESP DIS AGE 9--RP        
ER74700    HEHC SLF RPT: RESP DIS AGE 10--RP       
ER74701    HEHC SLF RPT: RESP DIS AGE 11--RP       
ER74702    HEHC SLF RPT: RESP DIS AGE 12--RP       
ER74703    HEHC SLF RPT: RESP DIS AGE 13--RP       
ER74704    HEHC SLF RPT: RESP DIS AGE 14--RP       
ER74705    HEHC SLF RPT: RESP DIS AGE 15--RP       
ER74706    HEHC SLF RPT: RESP DIS AGE 16--RP       
ER74707    HEHC SLF RPT: RESP DIS AGE 17+--RP      
ER74708    HEHC SLF RPT: AGE END RESP DIS--RP      
ER74709    HEHC SLF RPT: SPCH IMPAIR B4 AGE 1--RP  
ER74710    HEHC SLF RPT: SPCH IMPAIR AGE 1--RP     
ER74711    HEHC SLF RPT: SPCH IMPAIR AGE 2--RP     
ER74712    HEHC SLF RPT: SPCH IMPAIR AGE 3--RP     
ER74713    HEHC SLF RPT: SPCH IMPAIR AGE 4--RP     
ER74714    HEHC SLF RPT: SPCH IMPAIR AGE 5--RP     
ER74715    HEHC SLF RPT: SPCH IMPAIR AGE 6--RP     
ER74716    HEHC SLF RPT: SPCH IMPAIR AGE 7--RP     
ER74717    HEHC SLF RPT: SPCH IMPAIR AGE 8--RP     
ER74718    HEHC SLF RPT: SPCH IMPAIR AGE 9--RP     
ER74719    HEHC SLF RPT: SPCH IMPAIR AGE 10--RP    
ER74720    HEHC SLF RPT: SPCH IMPAIR AGE 11--RP    
ER74721    HEHC SLF RPT: SPCH IMPAIR AGE 12--RP    
ER74722    HEHC SLF RPT: SPCH IMPAIR AGE 13--RP    
ER74723    HEHC SLF RPT: SPCH IMPAIR AGE 14--RP    
ER74724    HEHC SLF RPT: SPCH IMPAIR AGE 15--RP    
ER74725    HEHC SLF RPT: SPCH IMPAIR AGE 16--RP    
ER74726    HEHC SLF RPT: SPCH IMPAIR AGE 17+--RP   
ER74727    HEHC SLF RPT: AGE END SPCH IMPAIR--RP   
ER74728    HEHC SLF RPT: ALLERGY B4 AGE 1--RP      
ER74729    HEHC SLF RPT: ALLERGY AGE 1--RP         
ER74730    HEHC SLF RPT: ALLERGY AGE 2--RP         
ER74731    HEHC SLF RPT: ALLERGY AGE 3--RP         
ER74732    HEHC SLF RPT: ALLERGY AGE 4--RP         
ER74733    HEHC SLF RPT: ALLERGY AGE 5--RP         
ER74734    HEHC SLF RPT: ALLERGY AGE 6--RP         
ER74735    HEHC SLF RPT: ALLERGY AGE 7--RP         
ER74736    HEHC SLF RPT: ALLERGY AGE 8--RP         
ER74737    HEHC SLF RPT: ALLERGY AGE 9--RP         
ER74738    HEHC SLF RPT: ALLERGY AGE 10--RP        
ER74739    HEHC SLF RPT: ALLERGY AGE 11--RP        
ER74740    HEHC SLF RPT: ALLERGY AGE 12--RP        
ER74741    HEHC SLF RPT: ALLERGY AGE 13--RP        
ER74742    HEHC SLF RPT: ALLERGY AGE 14--RP        
ER74743    HEHC SLF RPT: ALLERGY AGE 15--RP        
ER74744    HEHC SLF RPT: ALLERGY AGE 16--RP        
ER74745    HEHC SLF RPT: ALLERGY AGE 17+--RP       
ER74746    HEHC SLF RPT: AGE END ALLERGY--RP       
ER74747    HEHC SLF RPT: HEART TRBL B4 AGE 1--RP   
ER74748    HEHC SLF RPT: HEART TRBL AGE 1--RP      
ER74749    HEHC SLF RPT: HEART TRBL AGE 2--RP      
ER74750    HEHC SLF RPT: HEART TRBL AGE 3--RP      
ER74751    HEHC SLF RPT: HEART TRBL AGE 4--RP      
ER74752    HEHC SLF RPT: HEART TRBL AGE 5--RP      
ER74753    HEHC SLF RPT: HEART TRBL AGE 6--RP      
ER74754    HEHC SLF RPT: HEART TRBL AGE 7--RP      
ER74755    HEHC SLF RPT: HEART TRBL AGE 8--RP      
ER74756    HEHC SLF RPT: HEART TRBL AGE 9--RP      
ER74757    HEHC SLF RPT: HEART TRBL AGE 10--RP     
ER74758    HEHC SLF RPT: HEART TRBL AGE 11--RP     
ER74759    HEHC SLF RPT: HEART TRBL AGE 12--RP     
ER74760    HEHC SLF RPT: HEART TRBL AGE 13--RP     
ER74761    HEHC SLF RPT: HEART TRBL AGE 14--RP     
ER74762    HEHC SLF RPT: HEART TRBL AGE 15--RP     
ER74763    HEHC SLF RPT: HEART TRBL AGE 16--RP     
ER74764    HEHC SLF RPT: HEART TRBL AGE 17+--RP    
ER74765    HEHC SLF RPT: AGE END HEART TRBL--RP    
ER74766    HEHC SLF RPT: EAR PROBS B4 AGE 1--RP    
ER74767    HEHC SLF RPT: EAR PROBS AGE 1--RP       
ER74768    HEHC SLF RPT: EAR PROBS AGE 2--RP       
ER74769    HEHC SLF RPT: EAR PROBS AGE 3--RP       
ER74770    HEHC SLF RPT: EAR PROBS AGE 4--RP       
ER74771    HEHC SLF RPT: EAR PROBS AGE 5--RP       
ER74772    HEHC SLF RPT: EAR PROBS AGE 6--RP       
ER74773    HEHC SLF RPT: EAR PROBS AGE 7--RP       
ER74774    HEHC SLF RPT: EAR PROBS AGE 8--RP       
ER74775    HEHC SLF RPT: EAR PROBS AGE 9--RP       
ER74776    HEHC SLF RPT: EAR PROBS AGE 10--RP      
ER74777    HEHC SLF RPT: EAR PROBS AGE 11--RP      
ER74778    HEHC SLF RPT: EAR PROBS AGE 12--RP      
ER74779    HEHC SLF RPT: EAR PROBS AGE 13--RP      
ER74780    HEHC SLF RPT: EAR PROBS AGE 14--RP      
ER74781    HEHC SLF RPT: EAR PROBS AGE 15--RP      
ER74782    HEHC SLF RPT: EAR PROBS AGE 16--RP      
ER74783    HEHC SLF RPT: EAR PROBS AGE 17+--RP     
ER74784    HEHC SLF RPT: AGE END EAR PROBS--RP     
ER74785    HEHC SLF RPT: EPILEPSY B4 AGE 1--RP     
ER74786    HEHC SLF RPT: EPILEPSY AGE 1--RP        
ER74787    HEHC SLF RPT: EPILEPSY AGE 2--RP        
ER74788    HEHC SLF RPT: EPILEPSY AGE 3--RP        
ER74789    HEHC SLF RPT: EPILEPSY AGE 4--RP        
ER74790    HEHC SLF RPT: EPILEPSY AGE 5--RP        
ER74791    HEHC SLF RPT: EPILEPSY AGE 6--RP        
ER74792    HEHC SLF RPT: EPILEPSY AGE 7--RP        
ER74793    HEHC SLF RPT: EPILEPSY AGE 8--RP        
ER74794    HEHC SLF RPT: EPILEPSY AGE 9--RP        
ER74795    HEHC SLF RPT: EPILEPSY AGE 10--RP       
ER74796    HEHC SLF RPT: EPILEPSY AGE 11--RP       
ER74797    HEHC SLF RPT: EPILEPSY AGE 12--RP       
ER74798    HEHC SLF RPT: EPILEPSY AGE 13--RP       
ER74799    HEHC SLF RPT: EPILEPSY AGE 14--RP       
ER74800    HEHC SLF RPT: EPILEPSY AGE 15--RP       
ER74801    HEHC SLF RPT: EPILEPSY AGE 16--RP       
ER74802    HEHC SLF RPT: EPILEPSY AGE 17+--RP      
ER74803    HEHC SLF RPT: AGE END EPILEPSY--RP      
ER74804    HEHC SLF RPT: HEADACHE B4 AGE 1--RP     
ER74805    HEHC SLF RPT: HEADACHE AGE 1--RP        
ER74806    HEHC SLF RPT: HEADACHE AGE 2--RP        
ER74807    HEHC SLF RPT: HEADACHE AGE 3--RP        
ER74808    HEHC SLF RPT: HEADACHE AGE 4--RP        
ER74809    HEHC SLF RPT: HEADACHE AGE 5--RP        
ER74810    HEHC SLF RPT: HEADACHE AGE 6--RP        
ER74811    HEHC SLF RPT: HEADACHE AGE 7--RP        
ER74812    HEHC SLF RPT: HEADACHE AGE 8--RP        
ER74813    HEHC SLF RPT: HEADACHE AGE 9--RP        
ER74814    HEHC SLF RPT: HEADACHE AGE 10--RP       
ER74815    HEHC SLF RPT: HEADACHE AGE 11--RP       
ER74816    HEHC SLF RPT: HEADACHE AGE 12--RP       
ER74817    HEHC SLF RPT: HEADACHE AGE 13--RP       
ER74818    HEHC SLF RPT: HEADACHE AGE 14--RP       
ER74819    HEHC SLF RPT: HEADACHE AGE 15--RP       
ER74820    HEHC SLF RPT: HEADACHE AGE 16--RP       
ER74821    HEHC SLF RPT: HEADACHE AGE 17+--RP      
ER74822    HEHC SLF RPT: AGE END HEADACHE--RP      
ER74823    HEHC SLF RPT: STOM PROB B4 AGE 1--RP    
ER74824    HEHC SLF RPT: STOM PROB AGE 1--RP       
ER74825    HEHC SLF RPT: STOM PROB AGE 2--RP       
ER74826    HEHC SLF RPT: STOM PROB AGE 3--RP       
ER74827    HEHC SLF RPT: STOM PROB AGE 4--RP       
ER74828    HEHC SLF RPT: STOM PROB AGE 5--RP       
ER74829    HEHC SLF RPT: STOM PROB AGE 6--RP       
ER74830    HEHC SLF RPT: STOM PROB AGE 7--RP       
ER74831    HEHC SLF RPT: STOM PROB AGE 8--RP       
ER74832    HEHC SLF RPT: STOM PROB AGE 9--RP       
ER74833    HEHC SLF RPT: STOM PROB AGE 10--RP      
ER74834    HEHC SLF RPT: STOM PROB AGE 11--RP      
ER74835    HEHC SLF RPT: STOM PROB AGE 12--RP      
ER74836    HEHC SLF RPT: STOM PROB AGE 13--RP      
ER74837    HEHC SLF RPT: STOM PROB AGE 14--RP      
ER74838    HEHC SLF RPT: STOM PROB AGE 15--RP      
ER74839    HEHC SLF RPT: STOM PROB AGE 16--RP      
ER74840    HEHC SLF RPT: STOM PROB AGE 17+--RP     
ER74841    HEHC SLF RPT: AGE END STOM PROB--RP     
ER74842    HEHC SLF RPT: HGH BLOOD PR B4 AGE 1--RP 
ER74843    HEHC SLF RPT: HGH BLOOD PR AGE 1--RP    
ER74844    HEHC SLF RPT: HGH BLOOD PR AGE 2--RP    
ER74845    HEHC SLF RPT: HGH BLOOD PR AGE 3--RP    
ER74846    HEHC SLF RPT: HGH BLOOD PR AGE 4--RP    
ER74847    HEHC SLF RPT: HGH BLOOD PR AGE 5--RP    
ER74848    HEHC SLF RPT: HGH BLOOD PR AGE 6--RP    
ER74849    HEHC SLF RPT: HGH BLOOD PR AGE 7--RP    
ER74850    HEHC SLF RPT: HGH BLOOD PR AGE 8--RP    
ER74851    HEHC SLF RPT: HGH BLOOD PR AGE 9--RP    
ER74852    HEHC SLF RPT: HGH BLOOD PR AGE 10--RP   
ER74853    HEHC SLF RPT: HGH BLOOD PR AGE 11--RP   
ER74854    HEHC SLF RPT: HGH BLOOD PR AGE 12--RP   
ER74855    HEHC SLF RPT: HGH BLOOD PR AGE 13--RP   
ER74856    HEHC SLF RPT: HGH BLOOD PR AGE 14--RP   
ER74857    HEHC SLF RPT: HGH BLOOD PR AGE 15--RP   
ER74858    HEHC SLF RPT: HGH BLOOD PR AGE 16--RP   
ER74859    HEHC SLF RPT: HGH BLOOD PR AGE 17+--RP  
ER74860    HEHC SLF RPT: AGE END HGH BLD PR--RP    
ER74861    HEHC SLF RPT: DEPRESSION B4 AGE 1--RP   
ER74862    HEHC SLF RPT: DEPRESSION AGE 1--RP      
ER74863    HEHC SLF RPT: DEPRESSION AGE 2--RP      
ER74864    HEHC SLF RPT: DEPRESSION AGE 3--RP      
ER74865    HEHC SLF RPT: DEPRESSION AGE 4--RP      
ER74866    HEHC SLF RPT: DEPRESSION AGE 5--RP      
ER74867    HEHC SLF RPT: DEPRESSION AGE 6--RP      
ER74868    HEHC SLF RPT: DEPRESSION AGE 7--RP      
ER74869    HEHC SLF RPT: DEPRESSION AGE 8--RP      
ER74870    HEHC SLF RPT: DEPRESSION AGE 9--RP      
ER74871    HEHC SLF RPT: DEPRESSION AGE 10--RP     
ER74872    HEHC SLF RPT: DEPRESSION AGE 11--RP     
ER74873    HEHC SLF RPT: DEPRESSION AGE 12--RP     
