****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350694 ******* 

Variable    Labels
ER74960    HEHC SP RPT: SCHOOL AGE 7--RP           
ER74961    HEHC SP RPT: SCHOOL AGE 8--RP           
ER74962    HEHC SP RPT: SCHOOL AGE 9--RP           
ER74963    HEHC SP RPT: SCHOOL AGE 10--RP          
ER74964    HEHC SP RPT: SCHOOL AGE 11--RP          
ER74965    HEHC SP RPT: SCHOOL AGE 12--RP          
ER74966    HEHC SP RPT: SCHOOL AGE 13--RP          
ER74967    HEHC SP RPT: SCHOOL AGE 14--RP          
ER74968    HEHC SP RPT: SCHOOL AGE 15--RP          
ER74969    HEHC SP RPT: SCHOOL AGE 16--RP          
ER74970    HEHC SP RPT: ASTHMA B4 AGE 1--RP        
ER74971    HEHC SP RPT: ASTHMA AGE 1--RP           
ER74972    HEHC SP RPT: ASTHMA AGE 2--RP           
ER74973    HEHC SP RPT: ASTHMA AGE 3--RP           
ER74974    HEHC SP RPT: ASTHMA AGE 4--RP           
ER74975    HEHC SP RPT: ASTHMA AGE 5--RP           
ER74976    HEHC SP RPT: ASTHMA AGE 6--RP           
ER74977    HEHC SP RPT: ASTHMA AGE 7--RP           
ER74978    HEHC SP RPT: ASTHMA AGE 8--RP           
ER74979    HEHC SP RPT: ASTHMA AGE 9--RP           
ER74980    HEHC SP RPT: ASTHMA AGE 10--RP          
ER74981    HEHC SP RPT: ASTHMA AGE 11--RP          
ER74982    HEHC SP RPT: ASTHMA AGE 12--RP          
ER74983    HEHC SP RPT: ASTHMA AGE 13--RP          
ER74984    HEHC SP RPT: ASTHMA AGE 14--RP          
ER74985    HEHC SP RPT: ASTHMA AGE 15--RP          
ER74986    HEHC SP RPT: ASTHMA AGE 16--RP          
ER74987    HEHC SP RPT: ASTHMA AGE 17+--RP         
ER74988    HEHC SP RPT: AGE END ASTHMA--RP         
ER74989    HEHC SP RPT: DIABETES B4 AGE 1--RP      
ER74990    HEHC SP RPT: DIABETES AGE 1--RP         
ER74991    HEHC SP RPT: DIABETES AGE 2--RP         
ER74992    HEHC SP RPT: DIABETES AGE 3--RP         
ER74993    HEHC SP RPT: DIABETES AGE 4--RP         
ER74994    HEHC SP RPT: DIABETES AGE 5--RP         
ER74995    HEHC SP RPT: DIABETES AGE 6--RP         
ER74996    HEHC SP RPT: DIABETES AGE 7--RP         
ER74997    HEHC SP RPT: DIABETES AGE 8--RP         
ER74998    HEHC SP RPT: DIABETES AGE 9--RP         
ER74999    HEHC SP RPT: DIABETES AGE 10--RP        
ER75000    HEHC SP RPT: DIABETES AGE 11--RP        
ER75001    HEHC SP RPT: DIABETES AGE 12--RP        
ER75002    HEHC SP RPT: DIABETES AGE 13--RP        
ER75003    HEHC SP RPT: DIABETES AGE 14--RP        
ER75004    HEHC SP RPT: DIABETES AGE 15--RP        
ER75005    HEHC SP RPT: DIABETES AGE 16--RP        
ER75006    HEHC SP RPT: DIABETES AGE 17+--RP       
ER75007    HEHC SP RPT: AGE END DIABETES--RP       
ER75008    HEHC SP RPT: RESP DIS B4 AGE 1--RP      
ER75009    HEHC SP RPT: RESP DIS AGE 1--RP         
ER75010    HEHC SP RPT: RESP DIS AGE 2--RP         
ER75011    HEHC SP RPT: RESP DIS AGE 3--RP         
ER75012    HEHC SP RPT: RESP DIS AGE 4--RP         
ER75013    HEHC SP RPT: RESP DIS AGE 5--RP         
ER75014    HEHC SP RPT: RESP DIS AGE 6--RP         
ER75015    HEHC SP RPT: RESP DIS AGE 7--RP         
ER75016    HEHC SP RPT: RESP DIS AGE 8--RP         
ER75017    HEHC SP RPT: RESP DIS AGE 9--RP         
ER75018    HEHC SP RPT: RESP DIS AGE 10--RP        
ER75019    HEHC SP RPT: RESP DIS AGE 11--RP        
ER75020    HEHC SP RPT: RESP DIS AGE 12--RP        
ER75021    HEHC SP RPT: RESP DIS AGE 13--RP        
ER75022    HEHC SP RPT: RESP DIS AGE 14--RP        
ER75023    HEHC SP RPT: RESP DIS AGE 15--RP        
ER75024    HEHC SP RPT: RESP DIS AGE 16--RP        
ER75025    HEHC SP RPT: RESP DIS AGE 17+--RP       
ER75026    HEHC SP RPT: AGE END RESP DIS--RP       
ER75027    HEHC SP RPT: SPCH IMPAIR B4 AGE 1--RP   
ER75028    HEHC SP RPT: SPCH IMPAIR AGE 1--RP      
ER75029    HEHC SP RPT: SPCH IMPAIR AGE 2--RP      
ER75030    HEHC SP RPT: SPCH IMPAIR AGE 3--RP      
ER75031    HEHC SP RPT: SPCH IMPAIR AGE 4--RP      
ER75032    HEHC SP RPT: SPCH IMPAIR AGE 5--RP      
ER75033    HEHC SP RPT: SPCH IMPAIR AGE 6--RP      
ER75034    HEHC SP RPT: SPCH IMPAIR AGE 7--RP      
ER75035    HEHC SP RPT: SPCH IMPAIR AGE 8--RP      
ER75036    HEHC SP RPT: SPCH IMPAIR AGE 9--RP      
ER75037    HEHC SP RPT: SPCH IMPAIR AGE 10--RP     
ER75038    HEHC SP RPT: SPCH IMPAIR AGE 11--RP     
ER75039    HEHC SP RPT: SPCH IMPAIR AGE 12--RP     
ER75040    HEHC SP RPT: SPCH IMPAIR AGE 13--RP     
ER75041    HEHC SP RPT: SPCH IMPAIR AGE 14--RP     
ER75042    HEHC SP RPT: SPCH IMPAIR AGE 15--RP     
ER75043    HEHC SP RPT: SPCH IMPAIR AGE 16--RP     
ER75044    HEHC SP RPT: SPCH IMPAIR AGE 17+--RP    
ER75045    HEHC SP RPT: AGE END SPCH IMPAIR--RP    
ER75046    HEHC SP RPT: ALLERGY B4 AGE 1--RP       
ER75047    HEHC SP RPT: ALLERGY AGE 1--RP          
ER75048    HEHC SP RPT: ALLERGY AGE 2--RP          
ER75049    HEHC SP RPT: ALLERGY AGE 3--RP          
ER75050    HEHC SP RPT: ALLERGY AGE 4--RP          
ER75051    HEHC SP RPT: ALLERGY AGE 5--RP          
ER75052    HEHC SP RPT: ALLERGY AGE 6--RP          
ER75053    HEHC SP RPT: ALLERGY AGE 7--RP          
ER75054    HEHC SP RPT: ALLERGY AGE 8--RP          
ER75055    HEHC SP RPT: ALLERGY AGE 9--RP          
ER75056    HEHC SP RPT: ALLERGY AGE 10--RP         
ER75057    HEHC SP RPT: ALLERGY AGE 11--RP         
ER75058    HEHC SP RPT: ALLERGY AGE 12--RP         
ER75059    HEHC SP RPT: ALLERGY AGE 13--RP         
ER75060    HEHC SP RPT: ALLERGY AGE 14--RP         
ER75061    HEHC SP RPT: ALLERGY AGE 15--RP         
ER75062    HEHC SP RPT: ALLERGY AGE 16--RP         
ER75063    HEHC SP RPT: ALLERGY AGE 17+--RP        
ER75064    HEHC SP RPT: AGE END ALLERGY--RP        
ER75065    HEHC SP RPT: HEART TRBL B4 AGE 1--RP    
ER75066    HEHC SP RPT: HEART TRBL AGE 1--RP       
ER75067    HEHC SP RPT: HEART TRBL AGE 2--RP       
ER75068    HEHC SP RPT: HEART TRBL AGE 3--RP       
ER75069    HEHC SP RPT: HEART TRBL AGE 4--RP       
ER75070    HEHC SP RPT: HEART TRBL AGE 5--RP       
ER75071    HEHC SP RPT: HEART TRBL AGE 6--RP       
ER75072    HEHC SP RPT: HEART TRBL AGE 7--RP       
ER75073    HEHC SP RPT: HEART TRBL AGE 8--RP       
ER75074    HEHC SP RPT: HEART TRBL AGE 9--RP       
ER75075    HEHC SP RPT: HEART TRBL AGE 10--RP      
ER75076    HEHC SP RPT: HEART TRBL AGE 11--RP      
ER75077    HEHC SP RPT: HEART TRBL AGE 12--RP      
ER75078    HEHC SP RPT: HEART TRBL AGE 13--RP      
ER75079    HEHC SP RPT: HEART TRBL AGE 14--RP      
ER75080    HEHC SP RPT: HEART TRBL AGE 15--RP      
ER75081    HEHC SP RPT: HEART TRBL AGE 16--RP      
ER75082    HEHC SP RPT: HEART TRBL AGE 17+--RP     
ER75083    HEHC SP RPT: AGE END HEART TRBL--RP     
ER75084    HEHC SP RPT: EAR PROBS B4 AGE 1--RP     
ER75085    HEHC SP RPT: EAR PROBS AGE 1--RP        
ER75086    HEHC SP RPT: EAR PROBS AGE 2--RP        
ER75087    HEHC SP RPT: EAR PROBS AGE 3--RP        
ER75088    HEHC SP RPT: EAR PROBS AGE 4--RP        
ER75089    HEHC SP RPT: EAR PROBS AGE 5--RP        
ER75090    HEHC SP RPT: EAR PROBS AGE 6--RP        
ER75091    HEHC SP RPT: EAR PROBS AGE 7--RP        
ER75092    HEHC SP RPT: EAR PROBS AGE 8--RP        
ER75093    HEHC SP RPT: EAR PROBS AGE 9--RP        
ER75094    HEHC SP RPT: EAR PROBS AGE 10--RP       
ER75095    HEHC SP RPT: EAR PROBS AGE 11--RP       
ER75096    HEHC SP RPT: EAR PROBS AGE 12--RP       
ER75097    HEHC SP RPT: EAR PROBS AGE 13--RP       
ER75098    HEHC SP RPT: EAR PROBS AGE 14--RP       
ER75099    HEHC SP RPT: EAR PROBS AGE 15--RP       
ER75100    HEHC SP RPT: EAR PROBS AGE 16--RP       
ER75101    HEHC SP RPT: EAR PROBS AGE 17+--RP      
ER75102    HEHC SP RPT: AGE END EAR PROBS--RP      
ER75103    HEHC SP RPT: EPILEPSY B4 AGE 1--RP      
ER75104    HEHC SP RPT: EPILEPSY AGE 1--RP         
ER75105    HEHC SP RPT: EPILEPSY AGE 2--RP         
ER75106    HEHC SP RPT: EPILEPSY AGE 3--RP         
ER75107    HEHC SP RPT: EPILEPSY AGE 4--RP         
ER75108    HEHC SP RPT: EPILEPSY AGE 5--RP         
ER75109    HEHC SP RPT: EPILEPSY AGE 6--RP         
ER75110    HEHC SP RPT: EPILEPSY AGE 7--RP         
ER75111    HEHC SP RPT: EPILEPSY AGE 8--RP         
ER75112    HEHC SP RPT: EPILEPSY AGE 9--RP         
ER75113    HEHC SP RPT: EPILEPSY AGE 10--RP        
ER75114    HEHC SP RPT: EPILEPSY AGE 11--RP        
ER75115    HEHC SP RPT: EPILEPSY AGE 12--RP        
ER75116    HEHC SP RPT: EPILEPSY AGE 13--RP        
ER75117    HEHC SP RPT: EPILEPSY AGE 14--RP        
ER75118    HEHC SP RPT: EPILEPSY AGE 15--RP        
ER75119    HEHC SP RPT: EPILEPSY AGE 16--RP        
ER75120    HEHC SP RPT: EPILEPSY AGE 17+--RP       
ER75121    HEHC SP RPT: AGE END EPILEPSY--RP       
ER75122    HEHC SP RPT: HEADACHE B4 AGE 1--RP      
ER75123    HEHC SP RPT: HEADACHE AGE 1--RP         
ER75124    HEHC SP RPT: HEADACHE AGE 2--RP         
ER75125    HEHC SP RPT: HEADACHE AGE 3--RP         
ER75126    HEHC SP RPT: HEADACHE AGE 4--RP         
ER75127    HEHC SP RPT: HEADACHE AGE 5--RP         
ER75128    HEHC SP RPT: HEADACHE AGE 6--RP         
ER75129    HEHC SP RPT: HEADACHE AGE 7--RP         
ER75130    HEHC SP RPT: HEADACHE AGE 8--RP         
ER75131    HEHC SP RPT: HEADACHE AGE 9--RP         
ER75132    HEHC SP RPT: HEADACHE AGE 10--RP        
ER75133    HEHC SP RPT: HEADACHE AGE 11--RP        
ER75134    HEHC SP RPT: HEADACHE AGE 12--RP        
ER75135    HEHC SP RPT: HEADACHE AGE 13--RP        
ER75136    HEHC SP RPT: HEADACHE AGE 14--RP        
ER75137    HEHC SP RPT: HEADACHE AGE 15--RP        
ER75138    HEHC SP RPT: HEADACHE AGE 16--RP        
ER75139    HEHC SP RPT: HEADACHE AGE 17+--RP       
ER75140    HEHC SP RPT: AGE END HEADACHE--RP       
ER75141    HEHC SP RPT: STOM PROB B4 AGE 1--RP     
ER75142    HEHC SP RPT: STOM PROB AGE 1--RP        
ER75143    HEHC SP RPT: STOM PROB AGE 2--RP        
ER75144    HEHC SP RPT: STOM PROB AGE 3--RP        
ER75145    HEHC SP RPT: STOM PROB AGE 4--RP        
ER75146    HEHC SP RPT: STOM PROB AGE 5--RP        
ER75147    HEHC SP RPT: STOM PROB AGE 6--RP        
ER75148    HEHC SP RPT: STOM PROB AGE 7--RP        
ER75149    HEHC SP RPT: STOM PROB AGE 8--RP        
ER75150    HEHC SP RPT: STOM PROB AGE 9--RP        
ER75151    HEHC SP RPT: STOM PROB AGE 10--RP       
ER75152    HEHC SP RPT: STOM PROB AGE 11--RP       
ER75153    HEHC SP RPT: STOM PROB AGE 12--RP       
ER75154    HEHC SP RPT: STOM PROB AGE 13--RP       
ER75155    HEHC SP RPT: STOM PROB AGE 14--RP       
ER75156    HEHC SP RPT: STOM PROB AGE 15--RP       
ER75157    HEHC SP RPT: STOM PROB AGE 16--RP       
ER75158    HEHC SP RPT: STOM PROB AGE 17+--RP      
ER75159    HEHC SP RPT: AGE END STOM PROB--RP      
ER75160    HEHC SP RPT: HGH BLOOD PR B4 AGE 1--RP  
ER75161    HEHC SP RPT: HGH BLOOD PR AGE 1--RP     
ER75162    HEHC SP RPT: HGH BLOOD PR AGE 2--RP     
ER75163    HEHC SP RPT: HGH BLOOD PR AGE 3--RP     
ER75164    HEHC SP RPT: HGH BLOOD PR AGE 4--RP     
ER75165    HEHC SP RPT: HGH BLOOD PR AGE 5--RP     
ER75166    HEHC SP RPT: HGH BLOOD PR AGE 6--RP     
ER75167    HEHC SP RPT: HGH BLOOD PR AGE 7--RP     
ER75168    HEHC SP RPT: HGH BLOOD PR AGE 8--RP     
ER75169    HEHC SP RPT: HGH BLOOD PR AGE 9--RP     
ER75170    HEHC SP RPT: HGH BLOOD PR AGE 10--RP    
ER75171    HEHC SP RPT: HGH BLOOD PR AGE 11--RP    
ER75172    HEHC SP RPT: HGH BLOOD PR AGE 12--RP    
ER75173    HEHC SP RPT: HGH BLOOD PR AGE 13--RP    
ER75174    HEHC SP RPT: HGH BLOOD PR AGE 14--RP    
ER75175    HEHC SP RPT: HGH BLOOD PR AGE 15--RP    
ER75176    HEHC SP RPT: HGH BLOOD PR AGE 16--RP    
ER75177    HEHC SP RPT: HGH BLOOD PR AGE 17+--RP   
ER75178    HEHC SP RPT: AGE END HGH BLD PR--RP     
ER75179    HEHC SP RPT: DEPRESSION B4 AGE 1--RP    
ER75180    HEHC SP RPT: DEPRESSION AGE 1--RP       
ER75181    HEHC SP RPT: DEPRESSION AGE 2--RP       
ER75182    HEHC SP RPT: DEPRESSION AGE 3--RP       
ER75183    HEHC SP RPT: DEPRESSION AGE 4--RP       
ER75184    HEHC SP RPT: DEPRESSION AGE 5--RP       
ER75185    HEHC SP RPT: DEPRESSION AGE 6--RP       
ER75186    HEHC SP RPT: DEPRESSION AGE 7--RP       
ER75187    HEHC SP RPT: DEPRESSION AGE 8--RP       
ER75188    HEHC SP RPT: DEPRESSION AGE 9--RP       
ER75189    HEHC SP RPT: DEPRESSION AGE 10--RP      
ER75190    HEHC SP RPT: DEPRESSION AGE 11--RP      
ER75191    HEHC SP RPT: DEPRESSION AGE 12--RP      
ER75192    HEHC SP RPT: DEPRESSION AGE 13--RP      
ER75193    HEHC SP RPT: DEPRESSION AGE 14--RP      
ER75194    HEHC SP RPT: DEPRESSION AGE 15--RP      
ER75195    HEHC SP RPT: DEPRESSION AGE 16--RP      
ER75196    HEHC SP RPT: DEPRESSION AGE 17+--RP     
ER75197    HEHC SP RPT: AGE END DEPRESSION--RP     
ER75198    HEHC SP RPT: DRUG/AL PROB B4 AGE 1--RP  
ER75199    HEHC SP RPT: DRUG/AL PROB AGE 1--RP     
ER75200    HEHC SP RPT: DRUG/AL PROB AGE 2--RP     
ER75201    HEHC SP RPT: DRUG/AL PROB AGE 3--RP     
ER75202    HEHC SP RPT: DRUG/AL PROB AGE 4--RP     
ER75203    HEHC SP RPT: DRUG/AL PROB AGE 5--RP     
ER75204    HEHC SP RPT: DRUG/AL PROB AGE 6--RP     
ER75205    HEHC SP RPT: DRUG/AL PROB AGE 7--RP     
ER75206    HEHC SP RPT: DRUG/AL PROB AGE 8--RP     
ER75207    HEHC SP RPT: DRUG/AL PROB AGE 9--RP     
ER75208    HEHC SP RPT: DRUG/AL PROB AGE 10--RP    
ER75209    HEHC SP RPT: DRUG/AL PROB AGE 11--RP    
ER75210    HEHC SP RPT: DRUG/AL PROB AGE 12--RP    
ER75211    HEHC SP RPT: DRUG/AL PROB AGE 13--RP    
ER75212    HEHC SP RPT: DRUG/AL PROB AGE 14--RP    
ER75213    HEHC SP RPT: DRUG/AL PROB AGE 15--RP    
ER75214    HEHC SP RPT: DRUG/AL PROB AGE 16--RP    
ER75215    HEHC SP RPT: DRUG/AL PROB AGE 17+--RP   
ER75216    HEHC SP RPT: AGE END DRUG/AL PROB--RP   
ER75217    HEHC SP RPT: OTR PSYCH PROB B4 AGE 1--RP
ER75218    HEHC SP RPT: OTR PSYCH PROB AGE 1--RP   
ER75219    HEHC SP RPT: OTR PSYCH PROB AGE 2--RP   
ER75220    HEHC SP RPT: OTR PSYCH PROB AGE 3--RP   
ER75221    HEHC SP RPT: OTR PSYCH PROB AGE 4--RP   
ER75222    HEHC SP RPT: OTR PSYCH PROB AGE 5--RP   
ER75223    HEHC SP RPT: OTR PSYCH PROB AGE 6--RP   
ER75224    HEHC SP RPT: OTR PSYCH PROB AGE 7--RP   
ER75225    HEHC SP RPT: OTR PSYCH PROB AGE 8--RP   
ER75226    HEHC SP RPT: OTR PSYCH PROB AGE 9--RP   
ER75227    HEHC SP RPT: OTR PSYCH PROB AGE 10--RP  
ER75228    HEHC SP RPT: OTR PSYCH PROB AGE 11--RP  
ER75229    HEHC SP RPT: OTR PSYCH PROB AGE 12--RP  
ER75230    HEHC SP RPT: OTR PSYCH PROB AGE 13--RP  
ER75231    HEHC SP RPT: OTR PSYCH PROB AGE 14--RP  
ER75232    HEHC SP RPT: OTR PSYCH PROB AGE 15--RP  
ER75233    HEHC SP RPT: OTR PSYCH PROB AGE 16--RP  
ER75234    HEHC SP RPT: OTR PSYCH PROB AGE 17+--RP 
ER75235    HEHC SP RPT: AGE END OTR PSYCH PROB--RP 
ER75236    HEHC OTR RPT: YEAR 1ST REPORT--RP       
ER75237    HEHC OTR RPT: PAR SEP B4 AGE 1--RP      
ER75238    HEHC OTR RPT: PAR SEP AGE 1--RP         
ER75239    HEHC OTR RPT: PAR SEP AGE 2--RP         
ER75240    HEHC OTR RPT: PAR SEP AGE 3--RP         
ER75241    HEHC OTR RPT: PAR SEP AGE 4--RP         
ER75242    HEHC OTR RPT: PAR SEP AGE 5--RP         
ER75243    HEHC OTR RPT: PAR SEP AGE 6--RP         
ER75244    HEHC OTR RPT: PAR SEP AGE 7--RP         
ER75245    HEHC OTR RPT: PAR SEP AGE 8--RP         
ER75246    HEHC OTR RPT: PAR SEP AGE 9--RP         
ER75247    HEHC OTR RPT: PAR SEP AGE 10--RP        
ER75248    HEHC OTR RPT: PAR SEP AGE 11--RP        
ER75249    HEHC OTR RPT: PAR SEP AGE 12--RP        
ER75250    HEHC OTR RPT: PAR SEP AGE 13--RP        
ER75251    HEHC OTR RPT: PAR SEP AGE 14--RP        
ER75252    HEHC OTR RPT: PAR SEP AGE 15--RP        
ER75253    HEHC OTR RPT: PAR SEP AGE 16--RP        
ER75254    HEHC OTR RPT: MOVE B4 AGE 1--RP         
ER75255    HEHC OTR RPT: MOVE AGE 1--RP            
ER75256    HEHC OTR RPT: MOVE AGE 2--RP            
ER75257    HEHC OTR RPT: MOVE AGE 3--RP            
ER75258    HEHC OTR RPT: MOVE AGE 4--RP            
ER75259    HEHC OTR RPT: MOVE AGE 5--RP            
ER75260    HEHC OTR RPT: MOVE AGE 6--RP            
ER75261    HEHC OTR RPT: MOVE AGE 7--RP            
ER75262    HEHC OTR RPT: MOVE AGE 8--RP            
ER75263    HEHC OTR RPT: MOVE AGE 9--RP            
ER75264    HEHC OTR RPT: MOVE AGE 10--RP           
ER75265    HEHC OTR RPT: MOVE AGE 11--RP           
ER75266    HEHC OTR RPT: MOVE AGE 12--RP           
ER75267    HEHC OTR RPT: MOVE AGE 13--RP           
ER75268    HEHC OTR RPT: MOVE AGE 14--RP           
ER75269    HEHC OTR RPT: MOVE AGE 15--RP           
ER75270    HEHC OTR RPT: MOVE AGE 16--RP           
ER75271    HEHC OTR RPT: SCHOOL B4 AGE 1--RP       
ER75272    HEHC OTR RPT: SCHOOL AGE 1--RP          
ER75273    HEHC OTR RPT: SCHOOL AGE 2--RP          
ER75274    HEHC OTR RPT: SCHOOL AGE 3--RP          
ER75275    HEHC OTR RPT: SCHOOL AGE 4--RP          
ER75276    HEHC OTR RPT: SCHOOL AGE 5--RP          
ER75277    HEHC OTR RPT: SCHOOL AGE 6--RP          
ER75278    HEHC OTR RPT: SCHOOL AGE 7--RP          
ER75279    HEHC OTR RPT: SCHOOL AGE 8--RP          
ER75280    HEHC OTR RPT: SCHOOL AGE 9--RP          
ER75281    HEHC OTR RPT: SCHOOL AGE 10--RP         
ER75282    HEHC OTR RPT: SCHOOL AGE 11--RP         
ER75283    HEHC OTR RPT: SCHOOL AGE 12--RP         
ER75284    HEHC OTR RPT: SCHOOL AGE 13--RP         
ER75285    HEHC OTR RPT: SCHOOL AGE 14--RP         
ER75286    HEHC OTR RPT: SCHOOL AGE 15--RP         
ER75287    HEHC OTR RPT: SCHOOL AGE 16--RP         
ER75288    HEHC OTR RPT: ASTHMA B4 AGE 1--RP       
ER75289    HEHC OTR RPT: ASTHMA AGE 1--RP          
ER75290    HEHC OTR RPT: ASTHMA AGE 2--RP          
ER75291    HEHC OTR RPT: ASTHMA AGE 3--RP          
ER75292    HEHC OTR RPT: ASTHMA AGE 4--RP          
ER75293    HEHC OTR RPT: ASTHMA AGE 5--RP          
ER75294    HEHC OTR RPT: ASTHMA AGE 6--RP          
ER75295    HEHC OTR RPT: ASTHMA AGE 7--RP          
ER75296    HEHC OTR RPT: ASTHMA AGE 8--RP          
ER75297    HEHC OTR RPT: ASTHMA AGE 9--RP          
ER75298    HEHC OTR RPT: ASTHMA AGE 10--RP         
ER75299    HEHC OTR RPT: ASTHMA AGE 11--RP         
ER75300    HEHC OTR RPT: ASTHMA AGE 12--RP         
ER75301    HEHC OTR RPT: ASTHMA AGE 13--RP         
ER75302    HEHC OTR RPT: ASTHMA AGE 14--RP         
ER75303    HEHC OTR RPT: ASTHMA AGE 15--RP         
ER75304    HEHC OTR RPT: ASTHMA AGE 16--RP         
ER75305    HEHC OTR RPT: ASTHMA AGE 17+--RP        
ER75306    HEHC OTR RPT: AGE END ASTHMA--RP        
ER75307    HEHC OTR RPT: DIABETES B4 AGE 1--RP     
ER75308    HEHC OTR RPT: DIABETES AGE 1--RP        
ER75309    HEHC OTR RPT: DIABETES AGE 2--RP        
ER75310    HEHC OTR RPT: DIABETES AGE 3--RP        
ER75311    HEHC OTR RPT: DIABETES AGE 4--RP        
ER75312    HEHC OTR RPT: DIABETES AGE 5--RP        
ER75313    HEHC OTR RPT: DIABETES AGE 6--RP        
ER75314    HEHC OTR RPT: DIABETES AGE 7--RP        
ER75315    HEHC OTR RPT: DIABETES AGE 8--RP        
ER75316    HEHC OTR RPT: DIABETES AGE 9--RP        
ER75317    HEHC OTR RPT: DIABETES AGE 10--RP       
ER75318    HEHC OTR RPT: DIABETES AGE 11--RP       
ER75319    HEHC OTR RPT: DIABETES AGE 12--RP       
ER75320    HEHC OTR RPT: DIABETES AGE 13--RP       
ER75321    HEHC OTR RPT: DIABETES AGE 14--RP       
ER75322    HEHC OTR RPT: DIABETES AGE 15--RP       
ER75323    HEHC OTR RPT: DIABETES AGE 16--RP       
ER75324    HEHC OTR RPT: DIABETES AGE 17+--RP      
ER75325    HEHC OTR RPT: AGE END DIABETES--RP      
ER75326    HEHC OTR RPT: RESP DIS B4 AGE 1--RP     
ER75327    HEHC OTR RPT: RESP DIS AGE 1--RP        
ER75328    HEHC OTR RPT: RESP DIS AGE 2--RP        
ER75329    HEHC OTR RPT: RESP DIS AGE 3--RP        
ER75330    HEHC OTR RPT: RESP DIS AGE 4--RP        
ER75331    HEHC OTR RPT: RESP DIS AGE 5--RP        
ER75332    HEHC OTR RPT: RESP DIS AGE 6--RP        
ER75333    HEHC OTR RPT: RESP DIS AGE 7--RP        
ER75334    HEHC OTR RPT: RESP DIS AGE 8--RP        
ER75335    HEHC OTR RPT: RESP DIS AGE 9--RP        
ER75336    HEHC OTR RPT: RESP DIS AGE 10--RP       
ER75337    HEHC OTR RPT: RESP DIS AGE 11--RP       
ER75338    HEHC OTR RPT: RESP DIS AGE 12--RP       
ER75339    HEHC OTR RPT: RESP DIS AGE 13--RP       
ER75340    HEHC OTR RPT: RESP DIS AGE 14--RP       
ER75341    HEHC OTR RPT: RESP DIS AGE 15--RP       
ER75342    HEHC OTR RPT: RESP DIS AGE 16--RP       
ER75343    HEHC OTR RPT: RESP DIS AGE 17+--RP      
ER75344    HEHC OTR RPT: AGE END RESP DIS--RP      
ER75345    HEHC OTR RPT: SPCH IMPAIR B4 AGE 1--RP  
ER75346    HEHC OTR RPT: SPCH IMPAIR AGE 1--RP     
ER75347    HEHC OTR RPT: SPCH IMPAIR AGE 2--RP     
ER75348    HEHC OTR RPT: SPCH IMPAIR AGE 3--RP     
ER75349    HEHC OTR RPT: SPCH IMPAIR AGE 4--RP     
ER75350    HEHC OTR RPT: SPCH IMPAIR AGE 5--RP     
ER75351    HEHC OTR RPT: SPCH IMPAIR AGE 6--RP     
ER75352    HEHC OTR RPT: SPCH IMPAIR AGE 7--RP     
ER75353    HEHC OTR RPT: SPCH IMPAIR AGE 8--RP     
ER75354    HEHC OTR RPT: SPCH IMPAIR AGE 9--RP     
ER75355    HEHC OTR RPT: SPCH IMPAIR AGE 10--RP    
ER75356    HEHC OTR RPT: SPCH IMPAIR AGE 11--RP    
ER75357    HEHC OTR RPT: SPCH IMPAIR AGE 12--RP    
ER75358    HEHC OTR RPT: SPCH IMPAIR AGE 13--RP    
ER75359    HEHC OTR RPT: SPCH IMPAIR AGE 14--RP    
ER75360    HEHC OTR RPT: SPCH IMPAIR AGE 15--RP    
ER75361    HEHC OTR RPT: SPCH IMPAIR AGE 16--RP    
ER75362    HEHC OTR RPT: SPCH IMPAIR AGE 17+--RP   
ER75363    HEHC OTR RPT: AGE END SPCH IMPAIR--RP   
ER75364    HEHC OTR RPT: ALLERGY B4 AGE 1--RP      
ER75365    HEHC OTR RPT: ALLERGY AGE 1--RP         
ER75366    HEHC OTR RPT: ALLERGY AGE 2--RP         
ER75367    HEHC OTR RPT: ALLERGY AGE 3--RP         
ER75368    HEHC OTR RPT: ALLERGY AGE 4--RP         
ER75369    HEHC OTR RPT: ALLERGY AGE 5--RP         
ER75370    HEHC OTR RPT: ALLERGY AGE 6--RP         
ER75371    HEHC OTR RPT: ALLERGY AGE 7--RP         
ER75372    HEHC OTR RPT: ALLERGY AGE 8--RP         
ER75373    HEHC OTR RPT: ALLERGY AGE 9--RP         
ER75374    HEHC OTR RPT: ALLERGY AGE 10--RP        
ER75375    HEHC OTR RPT: ALLERGY AGE 11--RP        
ER75376    HEHC OTR RPT: ALLERGY AGE 12--RP        
ER75377    HEHC OTR RPT: ALLERGY AGE 13--RP        
ER75378    HEHC OTR RPT: ALLERGY AGE 14--RP        
ER75379    HEHC OTR RPT: ALLERGY AGE 15--RP        
ER75380    HEHC OTR RPT: ALLERGY AGE 16--RP        
ER75381    HEHC OTR RPT: ALLERGY AGE 17+--RP       
ER75382    HEHC OTR RPT: AGE END ALLERGY--RP       
ER75383    HEHC OTR RPT: HEART TRBL B4 AGE 1--RP   
ER75384    HEHC OTR RPT: HEART TRBL AGE 1--RP      
ER75385    HEHC OTR RPT: HEART TRBL AGE 2--RP      
ER75386    HEHC OTR RPT: HEART TRBL AGE 3--RP      
ER75387    HEHC OTR RPT: HEART TRBL AGE 4--RP      
ER75388    HEHC OTR RPT: HEART TRBL AGE 5--RP      
